title,url,discoutned_price,original_price
S450 3.5mm Foldable Wireless Stereo Bluetooth Headphone w/ TF FM,https://www.cigabuy.com/s450-35mm-foldable-wireless-stereo-bluetooth-headphone-w-tf-fm-p-19818.html,,
AXGIO Atom Business Mini Wireless Bluetooth Earphone f iPhone 7,https://www.cigabuy.com/axgio-atom-business-mini-wireless-bluetooth-earphone-f-iphone-7-p-19901.html,,
PU Leather Ladies HandBags Women Messenger Bags Shoulder Hand Bags,https://www.cigabuy.com/pu-leather-ladies-handbags-women-messenger-bags-shoulder-hand-bags-p-18843.html,$6.81,$13.61 
Rechargeable LED Flashlight Waterproof Torch Zoomable Camping Light,https://www.cigabuy.com/rechargeable-led-flashlight-waterproof-torch-zoomable-camping-light-p-18714.html,$7.13,$12.97 
Electric Makeup Brush Cleaner & Dryer Set Make up Brushes Washing Tool,https://www.cigabuy.com/electric-makeup-brush-cleaner-dryer-set-make-up-brushes-washing-tool-p-14109.html,,
Baellerry Men Long Fashion Wallets Desigh Zipper Card Holder Leather Purse,https://www.cigabuy.com/baellerry-men-long-fashion-wallets-desigh-zipper-card-holder-leather-purse-p-18784.html,$5.29,$14.90 
DUBERY 163 Polarized Sunglasses Men Driving Shades Male Retro Sun Glasses,https://www.cigabuy.com/dubery-163-polarized-sunglasses-men-driving-shades-male-retro-sun-glasses-p-18838.html,$4.75,$9.50 
Baellerry Men Wallets Classic Long Style Card Holder Male Purse PU Zipper,https://www.cigabuy.com/baellerry-men-wallets-classic-long-style-card-holder-male-purse-pu-zipper-p-18839.html,$4.32,$8.63 
Outdoor Sun Resistant Unisex Riding Fitness Seemless Arm Guard UV Protection,https://www.cigabuy.com/outdoor-sun-resistant-unisex-riding-fitness-seemless-arm-guard-uv-protection-p-18933.html,$6.54,$22.24 
ONOLA Luxury Unique Quartz Watch PU Leather Casual Waterproof Men Watch,https://www.cigabuy.com/onola-luxury-unique-quartz-watch-pu-leather-casual-waterproof-men-watch-p-19178.html,$19.27,$51.01 
Thermal Vest for Men Underwear Thermal Undershirt Warm Vest Navy,https://www.cigabuy.com/thermal-vest-for-men-underwear-thermal-undershirt-warm-vest-navy-p-19179.html,$2.44,$15.19 
LEINASEN PU Leather Larger Capacity Shoulder Bag Men Zipper Business Handbag,https://www.cigabuy.com/leinasen-pu-leather-larger-capacity-shoulder-bag-men-zipper-business-handbag-p-19180.html,$10.54,$60.23 
CURREN Mens Watches Top Brand Wristwatch Quartz Waterproof,https://www.cigabuy.com/curren-mens-watches-top-brand-wristwatch-quartz-waterproof-p-19211.html,$8.51,$21.59 
TW40 Bluetooth Headset 5.0 Wireless Headphones Sports Black Science Earbuds,https://www.cigabuy.com/tw40-bluetooth-headset-50-wireless-headphones-sports-black-science-earbuds-p-19222.html,$12.45,$24.79 
Canvas Strap Dress Quartz Clock Watches For Simple Dial Sports Wrist Watch,https://www.cigabuy.com/canvas-strap-dress-quartz-clock-watches-for-simple-dial-sports-wrist-watch-p-19239.html,$14.05,$28.59 
NAVIFORCE Men Sport Watch Male Waterproof Quartz Digital Led Clock,https://www.cigabuy.com/naviforce-men-sport-watch-male-waterproof-quartz-digital-led-clock-p-19240.html,$19.49,$56.80 
Bluetooth 4.1 Headphone Wireless Mini Invisible In-Ear Bluetooth Earbud With Mic,https://www.cigabuy.com/bluetooth-41-headphone-wireless-mini-invisible-in-ear-bluetooth-earbud-with-mic-p-19726.html,,
E6 Mini Magnetic USB Invisible Bluetooth V4.2 Earphone,https://www.cigabuy.com/e6-mini-magnetic-usb-invisible-bluetooth-v42-earphone-p-19731.html,,
Original Xiaomi Piston Dazzle Edition Earphones with Mic,https://www.cigabuy.com/original-xiaomi-piston-dazzle-edition-earphones-with-mic-p-19740.html,,
In-ear style 3.5mm Super Bass Universal Earphone Wired Sport Earphone with Mic,https://www.cigabuy.com/in-ear-style-35mm-super-bass-universal-earphone-wired-sport-earphone-with-mic-p-19747.html,,
Kingston TF Card 8GB Class 4 SDHC Mobile phone,https://www.cigabuy.com/kingston-tf-card-8gb-class-4-sdhc-mobile-phone-p-19758.html,,
JBMMJ MJ100 Earphone Metal In-Ear 3.5mm Earbuds Aluminum Alloy Superb Sound,https://www.cigabuy.com/jbmmj-mj100-earphone-metal-in-ear-35mm-earbuds-aluminum-alloy-superb-sound-p-19770.html,,
i8 Mini In-Ear 180° Rotation Bluetooth Wireless Earbud Earphone ,https://www.cigabuy.com/i8-mini-in-ear-180°-rotation-bluetooth-wireless-earbud-earphone-p-19777.html,,
E14 In-ear style 3.5mm Hifi Super Bass Wired Earphone with Microphone,https://www.cigabuy.com/e14-in-ear-style-35mm-hifi-super-bass-wired-earphone-with-microphone-p-19784.html,,
M5 Magnetic Sports BT 4.1 Waterproof Sports Earphones,https://www.cigabuy.com/m5-magnetic-sports-bt-41-waterproof-sports-earphones-p-19801.html,,
Wireless Sport Dual In Ear Stereo Bluetooth 4.0 with Mic Headset,https://www.cigabuy.com/wireless-sport-dual-in-ear-stereo-bluetooth-40-with-mic-headset-p-19819.html,,
CURREN 8249 Big Dial Dual Move Calendar Leather Strap Quartz Watch,https://www.cigabuy.com/curren-8249-big-dial-dual-move-calendar-leather-strap-quartz-watch-p-19824.html,,
"SJ4000 1.5"" LCD Screen 12MP 1080P Waterproof Sports Camera",https://www.cigabuy.com/sj4000-15-lcd-screen-12mp-1080p-waterproof-sports-camera-p-19896.html,,
Light Controlled Square LED Wall Night Lamp Bedroom Night Light,https://www.cigabuy.com/light-controlled-square-led-wall-night-lamp-bedroom-night-light-p-17030.html,$0.42,$1.05 
